19:33:41.516 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for CONNECTEDSEGMENTS
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@c1a4620 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@64d7b720 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5bf61e67 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@6134ac4a (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@71b1a49c (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@73e132e0 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@53cdecf6 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5fa47fea (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@30f4b1a6 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@669d2b1b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@2c0f7678 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@26f1249d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5eefa415 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@6a078481 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@2a3a299 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@2e16b08d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5b989dc7 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@42561fba (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3af9aa66 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.192 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4aa3d36 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@253c1256 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@8dfe921 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4a325eb9 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@40147317 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@7d0332e1 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@377c68c6 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@7de4a01f (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@907f2b7 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@6f815e7f (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.193 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@304b9f1a (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@7daa61f3 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@64040287 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5b56b654 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@452c8a40 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@76adb233 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@7f9e1534 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3e598df9 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@111610e6 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5d28bcd5 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@32639b12 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4fe01805 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@55120f99 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@794b435f (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@323659f8 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@33a630fa (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@790132f7 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4a60ee36 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.194 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@412c995d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3249a1ce (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@75b21c3b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@352e612e (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4d7e7435 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1f86099a (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@f2c488 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@27abb83e (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1a1ed4e5 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:46.195 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@433e536f (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
